ID,orderNumber,orderDate,status,totalAmount,discountAmount,netAmount,customer_ID,salesEmployee_ID
O02616,SO002616,2026-02-28,Completed,410435.00,60967.00,349468.00,C0232,E036
O02617,SO002617,2025-03-30,Delivered,267219.00,0.00,267219.00,C0473,E011
O02618,SO002618,2025-07-10,Pending,276802.00,14350.00,262452.00,C0360,E018
O02619,SO002619,2026-03-13,Delivered,786589.00,61065.45,725523.55,C0300,E026
O02620,SO002620,2026-04-03,Completed,388969.00,77793.80,311175.20,C0364,E047
O02621,SO002621,2025-07-25,Delivered,266077.00,0.00,266077.00,C0027,E047
O02622,SO002622,2026-01-22,Completed,1158785.00,104569.25,1054215.75,C0310,E015
O02623,SO002623,2026-03-17,Completed,46557.00,0.00,46557.00,C0419,E001
O02624,SO002624,2025-02-06,Cancelled,493382.00,65296.50,428085.50,C0157,E022
O02625,SO002625,2025-01-13,Delivered,1036871.00,96100.40,940770.60,C0238,E033
O02626,SO002626,2025-03-25,Pending,510910.00,25601.40,485308.60,C0295,E010
O02627,SO002627,2026-02-25,Completed,947181.00,64564.20,882616.80,C0022,E037
O02628,SO002628,2025-04-26,Delivered,631692.00,29567.40,602124.60,C0323,E015
O02629,SO002629,2025-08-29,Completed,956005.00,110068.65,845936.35,C0227,E001
O02630,SO002630,2026-02-20,Completed,369102.00,73820.40,295281.60,C0382,E042
O02631,SO002631,2026-06-20,Pending,992693.00,158674.70,834018.30,C0083,E009
O02632,SO002632,2026-02-17,Completed,953074.00,62223.30,890850.70,C0340,E022
O02633,SO002633,2025-04-30,Delivered,396405.00,53388.60,343016.40,C0377,E028
O02634,SO002634,2026-05-28,Cancelled,1084134.00,76839.90,1007294.10,C0218,E005
O02635,SO002635,2025-08-03,Pending,918296.00,66168.90,852127.10,C0437,E019
O02636,SO002636,2026-04-26,Completed,76578.00,9082.50,67495.50,C0348,E044
O02637,SO002637,2025-02-11,Completed,821729.00,95663.05,726065.95,C0316,E041
O02638,SO002638,2025-12-22,Completed,358684.00,28711.40,329972.60,C0196,E042
O02639,SO002639,2026-05-17,Pending,180452.00,9022.60,171429.40,C0148,E038
O02640,SO002640,2025-08-04,Completed,1164562.00,60468.60,1104093.40,C0094,E007
O02641,SO002641,2025-12-26,Delivered,65508.00,6550.80,58957.20,C0304,E047
O02642,SO002642,2026-05-28,Pending,1040225.00,144959.10,895265.90,C0061,E012
O02643,SO002643,2025-10-28,Completed,542772.00,0.00,542772.00,C0263,E040
O02644,SO002644,2026-02-28,Cancelled,361072.00,36923.60,324148.40,C0110,E005
O02645,SO002645,2025-06-15,Completed,817478.00,55678.20,761799.80,C0222,E002
O02646,SO002646,2026-01-13,Delivered,174120.00,0.00,174120.00,C0253,E046
O02647,SO002647,2025-05-21,Completed,285986.00,21132.90,264853.10,C0201,E031
O02648,SO002648,2025-04-06,Completed,1140169.00,13336.40,1126832.60,C0213,E045
O02649,SO002649,2025-01-21,Delivered,772773.00,125164.80,647608.20,C0158,E008
O02650,SO002650,2026-02-15,Delivered,153128.00,27038.10,126089.90,C0177,E030
O02651,SO002651,2025-12-28,Completed,1314649.00,172248.90,1142400.10,C0214,E028
O02652,SO002652,2026-02-20,Delivered,91434.00,18286.80,73147.20,C0079,E025
O02653,SO002653,2025-12-22,Delivered,1429550.00,194835.60,1234714.40,C0144,E036
O02654,SO002654,2026-05-19,Completed,168715.00,25307.25,143407.75,C0184,E039
O02655,SO002655,2025-04-11,Completed,484009.00,48616.95,435392.05,C0440,E011
O02656,SO002656,2025-10-02,Completed,777171.00,57318.20,719852.80,C0425,E042
O02657,SO002657,2025-12-21,Completed,1017090.00,153689.70,863400.30,C0239,E025
O02658,SO002658,2025-10-19,Completed,432536.00,80849.00,351687.00,C0204,E047
O02659,SO002659,2025-05-20,Completed,412892.00,56776.80,356115.20,C0414,E018
O02660,SO002660,2025-09-06,Completed,979951.00,40289.95,939661.05,C0175,E028
O02661,SO002661,2026-04-09,Completed,419808.00,27555.00,392253.00,C0070,E026
O02662,SO002662,2025-01-03,Completed,407938.00,66181.40,341756.60,C0441,E031
O02663,SO002663,2026-02-25,Completed,392601.00,67812.90,324788.10,C0181,E019
O02664,SO002664,2026-02-28,Completed,612456.00,107957.80,504498.20,C0418,E045
O02665,SO002665,2026-04-30,Completed,125735.00,25147.00,100588.00,C0090,E006
O02666,SO002666,2025-10-20,Completed,412129.00,78598.90,333530.10,C0485,E043
O02667,SO002667,2025-02-23,Pending,575234.00,95296.40,479937.60,C0357,E011
O02668,SO002668,2025-01-30,Completed,260768.00,42232.60,218535.40,C0227,E037
O02669,SO002669,2026-03-05,Completed,359757.00,71951.40,287805.60,C0401,E047
O02670,SO002670,2025-09-18,Completed,273174.00,20136.60,253037.40,C0041,E001
O02671,SO002671,2025-07-20,Pending,162579.00,19905.85,142673.15,C0383,E016
O02672,SO002672,2025-03-24,Completed,212007.00,22083.20,189923.80,C0433,E017
O02673,SO002673,2025-03-07,Pending,678894.00,61487.45,617406.55,C0122,E011
O02674,SO002674,2026-01-09,Cancelled,857301.00,110681.35,746619.65,C0070,E049
O02675,SO002675,2025-06-18,Delivered,212475.00,42495.00,169980.00,C0144,E017
O02676,SO002676,2025-04-04,Completed,943844.00,109476.00,834368.00,C0369,E006
O02677,SO002677,2026-01-26,Delivered,102526.00,10252.60,92273.40,C0073,E018
O02678,SO002678,2025-08-02,Delivered,262919.00,40995.40,221923.60,C0243,E020
O02679,SO002679,2026-01-21,Completed,783540.00,61202.40,722337.60,C0217,E034
O02680,SO002680,2025-11-06,Completed,975635.00,127188.70,848446.30,C0365,E050
O02681,SO002681,2026-04-28,Completed,866689.00,89861.90,776827.10,C0306,E014
O02682,SO002682,2025-12-06,Completed,244915.00,0.00,244915.00,C0332,E029
O02683,SO002683,2026-04-09,Delivered,358882.00,18156.10,340725.90,C0338,E043
O02684,SO002684,2026-02-15,Completed,506622.00,87560.20,419061.80,C0397,E047
O02685,SO002685,2025-12-13,Pending,628130.00,42553.00,585577.00,C0026,E026
O02686,SO002686,2026-03-26,Pending,433431.00,8612.55,424818.45,C0202,E046
O02687,SO002687,2025-07-12,Cancelled,382404.00,37717.40,344686.60,C0458,E033
O02688,SO002688,2025-02-28,Cancelled,627684.00,20108.40,607575.60,C0445,E024
O02689,SO002689,2025-03-10,Completed,675198.00,108966.70,566231.30,C0488,E030
O02690,SO002690,2026-06-19,Cancelled,369971.00,65071.45,304899.55,C0454,E009
O02691,SO002691,2025-03-21,Completed,263312.00,8015.20,255296.80,C0219,E003
O02692,SO002692,2025-09-02,Cancelled,152998.00,12242.40,140755.60,C0251,E042
O02693,SO002693,2025-08-22,Completed,513711.00,84229.20,429481.80,C0265,E024
O02694,SO002694,2026-03-26,Completed,1154865.00,77123.65,1077741.35,C0091,E036
O02695,SO002695,2026-06-14,Cancelled,671709.00,82616.10,589092.90,C0279,E001
O02696,SO002696,2025-07-05,Pending,351646.00,45302.10,306343.90,C0257,E001
O02697,SO002697,2025-02-02,Cancelled,646377.00,43189.95,603187.05,C0296,E050
O02698,SO002698,2026-01-31,Completed,124950.00,5407.60,119542.40,C0106,E030
O02699,SO002699,2025-03-29,Completed,301076.00,49606.20,251469.80,C0276,E017
O02700,SO002700,2025-10-22,Completed,790695.00,108247.40,682447.60,C0428,E012
O02701,SO002701,2026-05-02,Completed,198552.00,19855.20,178696.80,C0138,E015
O02702,SO002702,2026-03-27,Completed,225565.00,33834.75,191730.25,C0076,E038
O02703,SO002703,2025-10-17,Pending,800902.00,56033.55,744868.45,C0436,E040
O02704,SO002704,2025-04-14,Delivered,618743.00,118021.60,500721.40,C0046,E029
O02705,SO002705,2025-09-20,Cancelled,265237.00,47321.80,217915.20,C0311,E003
O02706,SO002706,2025-02-08,Cancelled,932439.00,32062.95,900376.05,C0033,E044
O02707,SO002707,2025-10-06,Delivered,154360.00,27497.60,126862.40,C0282,E024
O02708,SO002708,2025-02-27,Completed,180924.00,27138.60,153785.40,C0185,E047
O02709,SO002709,2025-08-24,Pending,484672.00,65909.20,418762.80,C0049,E050
O02710,SO002710,2025-02-15,Cancelled,1807136.00,150476.80,1656659.20,C0106,E040
O02711,SO002711,2026-06-12,Cancelled,1194207.00,99806.40,1094400.60,C0308,E037
O02712,SO002712,2026-05-28,Pending,602588.00,62039.70,540548.30,C0474,E040
O02713,SO002713,2025-02-02,Completed,874115.00,102217.70,771897.30,C0411,E008
O02714,SO002714,2026-02-01,Pending,513528.00,49546.55,463981.45,C0376,E027
O02715,SO002715,2025-01-23,Completed,779172.00,57105.60,722066.40,C0264,E007
O02716,SO002716,2025-02-07,Completed,345755.00,2712.60,343042.40,C0063,E014
O02717,SO002717,2026-05-12,Completed,1054509.00,85021.65,969487.35,C0272,E002
O02718,SO002718,2026-03-02,Delivered,51930.00,0.00,51930.00,C0068,E037
O02719,SO002719,2026-03-09,Completed,238152.00,47630.40,190521.60,C0163,E007
O02720,SO002720,2025-03-24,Completed,92972.00,13945.80,79026.20,C0097,E039
O02721,SO002721,2026-02-17,Completed,571704.00,18568.10,553135.90,C0403,E031
O02722,SO002722,2026-06-26,Completed,1187000.00,79770.75,1107229.25,C0408,E050
O02723,SO002723,2025-07-13,Pending,894395.00,160202.90,734192.10,C0229,E009
O02724,SO002724,2026-06-12,Completed,306989.00,52555.00,254434.00,C0028,E019
O02725,SO002725,2025-11-21,Completed,555670.00,111134.00,444536.00,C0380,E046
O02726,SO002726,2025-12-08,Completed,768006.00,69155.70,698850.30,C0120,E048
O02727,SO002727,2025-06-10,Delivered,486000.00,42392.40,443607.60,C0092,E012
O02728,SO002728,2025-06-09,Completed,723129.00,98308.20,624820.80,C0296,E014
O02729,SO002729,2026-01-02,Completed,931098.00,32087.40,899010.60,C0051,E034
O02730,SO002730,2025-03-21,Completed,853723.00,94728.20,758994.80,C0118,E015
O02731,SO002731,2026-01-27,Completed,565864.00,98084.60,467779.40,C0245,E024
O02732,SO002732,2026-05-05,Cancelled,270941.00,15721.30,255219.70,C0124,E040
O02733,SO002733,2026-01-13,Completed,338307.00,13932.80,324374.20,C0491,E004
O02734,SO002734,2025-12-18,Completed,14495.00,1449.50,13045.50,C0424,E030
O02735,SO002735,2025-01-07,Completed,733258.00,65143.40,668114.60,C0043,E045
O02736,SO002736,2025-11-12,Delivered,1409545.00,158663.55,1250881.45,C0472,E045
O02737,SO002737,2026-01-31,Delivered,286160.00,14308.00,271852.00,C0004,E028
O02738,SO002738,2026-01-19,Completed,1189630.00,92304.60,1097325.40,C0457,E021
O02739,SO002739,2026-06-16,Completed,630582.00,37296.00,593286.00,C0157,E011
O02740,SO002740,2025-03-17,Completed,922949.00,103015.30,819933.70,C0296,E030
O02741,SO002741,2025-09-18,Delivered,903210.00,103773.35,799436.65,C0245,E019
O02742,SO002742,2025-04-06,Delivered,238585.00,23858.50,214726.50,C0142,E030
O02743,SO002743,2025-03-19,Completed,430885.00,7164.75,423720.25,C0461,E041
O02744,SO002744,2026-05-25,Completed,233133.00,29530.20,203602.80,C0473,E047
O02745,SO002745,2025-02-08,Cancelled,776261.00,62091.00,714170.00,C0105,E032
O02746,SO002746,2026-02-25,Delivered,749799.00,75951.05,673847.95,C0248,E001
O02747,SO002747,2026-05-06,Completed,499482.00,28730.70,470751.30,C0431,E019
O02748,SO002748,2025-07-31,Cancelled,725885.00,96521.80,629363.20,C0171,E010
O02749,SO002749,2025-08-27,Completed,405940.00,27417.30,378522.70,C0165,E029
O02750,SO002750,2025-01-20,Completed,499937.00,62620.00,437317.00,C0216,E006
O02751,SO002751,2025-10-09,Completed,1018771.00,89570.15,929200.85,C0041,E031
O02752,SO002752,2025-01-01,Completed,397963.00,68403.75,329559.25,C0341,E044
O02753,SO002753,2026-03-20,Pending,558616.00,43703.40,514912.60,C0088,E045
O02754,SO002754,2026-01-23,Delivered,1024077.00,127033.45,897043.55,C0149,E010
O02755,SO002755,2025-03-06,Delivered,415358.00,63179.40,352178.60,C0211,E003
O02756,SO002756,2026-05-14,Completed,1189379.00,153893.70,1035485.30,C0332,E050
O02757,SO002757,2025-12-09,Pending,1033606.00,178907.10,854698.90,C0137,E019
O02758,SO002758,2025-12-10,Delivered,1149511.00,64504.80,1085006.20,C0022,E047
O02759,SO002759,2026-03-20,Completed,942333.00,108504.45,833828.55,C0447,E049
O02760,SO002760,2025-07-01,Pending,1032902.00,125505.80,907396.20,C0456,E045
O02761,SO002761,2025-02-27,Completed,901183.00,126070.25,775112.75,C0013,E014
O02762,SO002762,2025-05-31,Completed,711410.00,85389.85,626020.15,C0201,E026
O02763,SO002763,2026-04-19,Cancelled,37026.00,0.00,37026.00,C0068,E040
O02764,SO002764,2025-11-13,Completed,560988.00,47011.95,513976.05,C0071,E028
O02765,SO002765,2025-08-16,Delivered,709465.00,92975.00,616490.00,C0359,E041
O02766,SO002766,2025-10-20,Delivered,255908.00,2682.60,253225.40,C0371,E042
O02767,SO002767,2025-12-11,Cancelled,721707.00,48396.60,673310.40,C0057,E034
O02768,SO002768,2025-04-26,Completed,1234853.00,198627.80,1036225.20,C0080,E044
O02769,SO002769,2026-02-13,Completed,525430.00,60541.35,464888.65,C0371,E002
O02770,SO002770,2026-05-18,Completed,369102.00,73820.40,295281.60,C0360,E016
O02771,SO002771,2026-03-11,Delivered,370466.00,61753.60,308712.40,C0244,E017
O02772,SO002772,2026-03-27,Completed,722265.00,74628.55,647636.45,C0315,E019
O02773,SO002773,2025-05-09,Delivered,755502.00,98821.00,656681.00,C0276,E031
O02774,SO002774,2025-01-26,Completed,69664.00,3483.20,66180.80,C0335,E021
O02775,SO002775,2026-05-03,Completed,1566381.00,37296.00,1529085.00,C0100,E009
O02776,SO002776,2026-05-27,Pending,137228.00,27445.60,109782.40,C0437,E048
O02777,SO002777,2025-07-12,Completed,677336.00,15476.80,661859.20,C0130,E019
O02778,SO002778,2026-05-05,Completed,432245.00,65857.30,366387.70,C0151,E024
O02779,SO002779,2026-03-16,Completed,1203423.00,183474.10,1019948.90,C0107,E048
O02780,SO002780,2026-01-06,Completed,583527.00,25898.10,557628.90,C0245,E002
O02781,SO002781,2025-02-24,Completed,686678.00,17003.90,669674.10,C0361,E027
O02782,SO002782,2026-03-31,Completed,1529888.00,262039.50,1267848.50,C0063,E009
O02783,SO002783,2026-01-05,Pending,1782317.00,260482.00,1521835.00,C0285,E008
O02784,SO002784,2026-03-16,Delivered,76874.00,3843.70,73030.30,C0239,E019
O02785,SO002785,2026-03-03,Pending,604084.00,87522.20,516561.80,C0325,E008
O02786,SO002786,2025-05-18,Completed,327993.00,26099.25,301893.75,C0024,E015
O02787,SO002787,2025-06-14,Completed,464389.00,84548.85,379840.15,C0489,E015
O02788,SO002788,2025-02-07,Delivered,1820721.00,214369.80,1606351.20,C0443,E012
O02789,SO002789,2025-07-19,Delivered,551245.00,73587.75,477657.25,C0453,E045
O02790,SO002790,2026-02-19,Delivered,1075721.00,155309.70,920411.30,C0164,E031
O02791,SO002791,2026-03-14,Completed,963061.00,56465.35,906595.65,C0430,E047
O02792,SO002792,2026-01-22,Completed,287000.00,14350.00,272650.00,C0324,E049
O02793,SO002793,2026-06-17,Completed,48530.00,2426.50,46103.50,C0383,E023
O02794,SO002794,2025-01-01,Completed,1321832.00,112998.10,1208833.90,C0297,E027
O02795,SO002795,2026-01-13,Completed,184437.00,18443.70,165993.30,C0211,E043
O02796,SO002796,2025-07-27,Completed,576557.00,38467.90,538089.10,C0275,E015
O02797,SO002797,2026-04-10,Completed,553084.00,12363.10,540720.90,C0463,E041
O02798,SO002798,2026-03-13,Pending,405064.00,77656.70,327407.30,C0362,E046
O02799,SO002799,2025-03-22,Delivered,902897.00,38068.95,864828.05,C0185,E028
O02800,SO002800,2025-03-22,Completed,310191.00,17994.30,292196.70,C0168,E036
O02801,SO002801,2025-09-10,Completed,593314.00,33176.40,560137.60,C0125,E030
O02802,SO002802,2026-06-22,Completed,897566.00,89576.70,807989.30,C0269,E030
O02803,SO002803,2025-11-26,Cancelled,606829.00,85048.75,521780.25,C0487,E015
O02804,SO002804,2025-07-31,Cancelled,882102.00,139429.75,742672.25,C0097,E010
O02805,SO002805,2025-02-19,Completed,56240.00,2812.00,53428.00,C0246,E040
O02806,SO002806,2026-06-20,Cancelled,1175019.00,126169.20,1048849.80,C0322,E019
O02807,SO002807,2025-09-04,Completed,909439.00,149114.95,760324.05,C0236,E014
O02808,SO002808,2025-02-27,Completed,389085.00,21079.40,368005.60,C0092,E049
O02809,SO002809,2025-01-30,Pending,367310.00,18365.50,348944.50,C0076,E024
O02810,SO002810,2025-04-16,Completed,497170.00,83163.90,414006.10,C0257,E031
O02811,SO002811,2025-03-31,Completed,260672.00,52134.40,208537.60,C0069,E022
O02812,SO002812,2026-06-20,Pending,701310.00,84703.50,616606.50,C0290,E012
O02813,SO002813,2026-04-24,Completed,427968.00,20164.00,407804.00,C0441,E039
O02814,SO002814,2025-08-24,Pending,1244786.00,55472.35,1189313.65,C0160,E026
O02815,SO002815,2025-06-06,Completed,473397.00,51388.20,422008.80,C0215,E015
O02816,SO002816,2025-04-23,Completed,628786.00,59746.05,569039.95,C0107,E038
O02817,SO002817,2026-01-09,Cancelled,676734.00,31982.40,644751.60,C0202,E040
O02818,SO002818,2026-04-26,Completed,583462.00,58069.10,525392.90,C0067,E017
O02819,SO002819,2025-02-01,Completed,410555.00,48220.25,362334.75,C0499,E025
O02820,SO002820,2025-05-04,Completed,293868.00,28808.20,265059.80,C0459,E019
O02821,SO002821,2026-03-19,Pending,440843.00,39510.95,401332.05,C0432,E026
O02822,SO002822,2025-05-04,Completed,445730.00,55806.10,389923.90,C0293,E038
O02823,SO002823,2025-04-02,Cancelled,480148.00,91128.20,389019.80,C0178,E004
O02824,SO002824,2025-09-28,Pending,556110.00,85794.00,470316.00,C0016,E015
O02825,SO002825,2025-02-13,Completed,263243.00,15755.40,247487.60,C0181,E032
O02826,SO002826,2026-03-12,Cancelled,198216.00,13805.55,184410.45,C0338,E030
O02827,SO002827,2026-05-18,Completed,645070.00,64507.00,580563.00,C0356,E006
O02828,SO002828,2025-05-14,Completed,500368.00,50036.80,450331.20,C0202,E014
O02829,SO002829,2025-08-19,Cancelled,451549.00,67732.35,383816.65,C0252,E030
O02830,SO002830,2025-06-21,Completed,38180.00,0.00,38180.00,C0048,E018
O02831,SO002831,2026-04-23,Delivered,845335.00,105713.10,739621.90,C0108,E042
O02832,SO002832,2025-12-03,Pending,149523.00,14952.30,134570.70,C0314,E006
O02833,SO002833,2025-12-27,Pending,734092.00,87231.20,646860.80,C0047,E025
O02834,SO002834,2025-10-18,Completed,1282421.00,188492.20,1093928.80,C0130,E003
O02835,SO002835,2026-02-10,Pending,927439.00,167397.45,760041.55,C0240,E015
O02836,SO002836,2026-04-02,Completed,448819.00,22003.00,426816.00,C0128,E008
O02837,SO002837,2025-03-10,Cancelled,480797.00,68483.50,412313.50,C0428,E032
O02838,SO002838,2026-03-07,Completed,680880.00,7164.75,673715.25,C0022,E023
O02839,SO002839,2025-10-31,Completed,207424.00,10371.20,197052.80,C0112,E042
O02840,SO002840,2026-04-04,Completed,333230.00,0.00,333230.00,C0439,E032
O02841,SO002841,2025-04-03,Completed,475593.00,1667.05,473925.95,C0298,E026
O02842,SO002842,2026-01-25,Completed,806230.00,92275.50,713954.50,C0442,E022
O02843,SO002843,2025-03-22,Delivered,284539.00,4998.45,279540.55,C0338,E025
O02844,SO002844,2026-06-01,Completed,499896.00,99979.20,399916.80,C0221,E045
O02845,SO002845,2025-08-27,Completed,563840.00,80067.90,483772.10,C0022,E041
O02846,SO002846,2025-12-11,Completed,471346.00,25813.00,445533.00,C0409,E025
O02847,SO002847,2026-03-28,Completed,158745.00,16134.45,142610.55,C0461,E032
O02848,SO002848,2025-07-28,Delivered,352560.00,52884.00,299676.00,C0486,E001
O02849,SO002849,2025-09-30,Cancelled,490959.00,67269.60,423689.40,C0023,E042
O02850,SO002850,2025-10-01,Delivered,445166.00,51796.10,393369.90,C0480,E038
O02851,SO002851,2025-04-04,Completed,109820.00,0.00,109820.00,C0048,E022
O02852,SO002852,2025-12-25,Delivered,836029.00,151674.30,684354.70,C0058,E041
O02853,SO002853,2025-10-08,Completed,1000443.00,132668.30,867774.70,C0408,E040
O02854,SO002854,2025-08-23,Completed,876090.00,71667.00,804423.00,C0391,E015
O02855,SO002855,2026-06-09,Cancelled,545786.00,77310.40,468475.60,C0241,E004
O02856,SO002856,2026-06-09,Completed,584479.00,66433.30,518045.70,C0203,E035
O02857,SO002857,2025-04-24,Completed,379251.00,0.00,379251.00,C0155,E035
O02858,SO002858,2025-09-25,Delivered,78968.00,10455.90,68512.10,C0198,E045
O02859,SO002859,2025-01-10,Completed,609467.00,17452.30,592014.70,C0415,E029
O02860,SO002860,2026-01-18,Pending,737832.00,64516.80,673315.20,C0356,E041
O02861,SO002861,2025-09-29,Completed,135339.00,27067.80,108271.20,C0432,E040
O02862,SO002862,2025-11-01,Completed,141148.00,14114.80,127033.20,C0095,E020
O02863,SO002863,2025-03-24,Pending,247930.00,49586.00,198344.00,C0312,E008
O02864,SO002864,2026-02-01,Completed,1266361.00,105542.40,1160818.60,C0284,E038
O02865,SO002865,2025-04-29,Pending,1216887.00,189586.60,1027300.40,C0079,E025
O02866,SO002866,2026-05-23,Completed,124152.00,12415.20,111736.80,C0023,E010
O02867,SO002867,2025-12-14,Pending,328188.00,37954.95,290233.05,C0418,E017
O02868,SO002868,2025-02-12,Completed,542772.00,27138.60,515633.40,C0365,E027
O02869,SO002869,2026-04-29,Delivered,1032664.00,108464.10,924199.90,C0499,E005
O02870,SO002870,2025-10-22,Cancelled,540589.00,42691.85,497897.15,C0475,E004
O02871,SO002871,2025-06-04,Pending,259182.00,51836.40,207345.60,C0010,E018
O02872,SO002872,2025-07-23,Completed,433032.00,7424.40,425607.60,C0084,E047
O02873,SO002873,2025-09-20,Delivered,254280.00,50856.00,203424.00,C0166,E028
O02874,SO002874,2025-09-29,Pending,206504.00,10325.20,196178.80,C0073,E003
O02875,SO002875,2026-02-26,Delivered,100588.00,0.00,100588.00,C0286,E049
O02876,SO002876,2025-06-09,Pending,1363103.00,115893.90,1247209.10,C0489,E033
O02877,SO002877,2026-01-05,Delivered,1301562.00,110199.75,1191362.25,C0397,E016
O02878,SO002878,2026-05-05,Cancelled,975228.00,46712.10,928515.90,C0014,E009
O02879,SO002879,2026-01-24,Completed,108633.00,10863.30,97769.70,C0380,E028
O02880,SO002880,2025-07-24,Cancelled,297192.00,14859.60,282332.40,C0206,E014
O02881,SO002881,2025-03-11,Completed,978157.00,82514.50,895642.50,C0265,E024
O02882,SO002882,2026-06-16,Completed,1095924.00,125379.10,970544.90,C0496,E010
O02883,SO002883,2026-01-15,Completed,177792.00,0.00,177792.00,C0471,E050
O02884,SO002884,2026-04-17,Completed,121383.00,11843.30,109539.70,C0361,E017
O02885,SO002885,2025-02-28,Completed,911174.00,139031.80,772142.20,C0224,E043
O02886,SO002886,2025-07-29,Completed,64112.00,12822.40,51289.60,C0061,E001
O02887,SO002887,2026-04-20,Completed,499468.00,34481.75,464986.25,C0140,E013
O02888,SO002888,2025-09-03,Pending,766045.00,75194.00,690851.00,C0167,E025
O02889,SO002889,2025-07-15,Completed,103652.00,0.00,103652.00,C0034,E030
O02890,SO002890,2025-05-13,Cancelled,1152550.00,89758.20,1062791.80,C0337,E003
O02891,SO002891,2025-07-19,Completed,940162.00,56748.60,883413.40,C0373,E013
O02892,SO002892,2025-01-11,Completed,758428.00,76404.35,682023.65,C0335,E021
O02893,SO002893,2026-05-09,Cancelled,203140.00,10157.00,192983.00,C0419,E017
O02894,SO002894,2026-03-11,Completed,981952.00,62978.30,918973.70,C0145,E040
O02895,SO002895,2026-06-13,Completed,902817.00,107195.55,795621.45,C0119,E018
O02896,SO002896,2025-05-10,Cancelled,897875.00,80972.65,816902.35,C0214,E011
O02897,SO002897,2025-08-01,Cancelled,592634.00,36623.55,556010.45,C0332,E028
O02898,SO002898,2025-06-03,Delivered,587705.00,103896.20,483808.80,C0341,E040
O02899,SO002899,2025-11-29,Pending,1171238.00,119481.20,1051756.80,C0167,E015
O02900,SO002900,2026-05-14,Completed,412007.00,65739.90,346267.10,C0457,E030
O02901,SO002901,2026-04-21,Pending,310269.00,21665.15,288603.85,C0052,E047
O02902,SO002902,2025-11-07,Delivered,645505.00,18092.40,627412.60,C0059,E014
O02903,SO002903,2025-09-19,Pending,1548781.00,127757.10,1421023.90,C0499,E038
O02904,SO002904,2026-02-01,Completed,217422.00,32613.30,184808.70,C0107,E010
O02905,SO002905,2026-02-27,Completed,398067.00,68771.20,329295.80,C0433,E043
O02906,SO002906,2025-05-19,Completed,631316.00,77901.20,553414.80,C0192,E036
O02907,SO002907,2025-01-03,Completed,605961.00,40225.80,565735.20,C0241,E039
O02908,SO002908,2026-01-26,Delivered,122390.00,24478.00,97912.00,C0401,E002
O02909,SO002909,2026-01-16,Completed,222268.00,44453.60,177814.40,C0449,E034
O02910,SO002910,2025-09-18,Completed,1107271.00,96993.75,1010277.25,C0179,E023
O02911,SO002911,2025-05-31,Pending,724230.00,120620.00,603610.00,C0375,E018
O02912,SO002912,2025-06-23,Cancelled,595060.00,55431.80,539628.20,C0331,E009
O02913,SO002913,2026-06-16,Completed,735127.00,31246.30,703880.70,C0390,E011
O02914,SO002914,2026-04-22,Cancelled,776772.00,63178.05,713593.95,C0305,E049
O02915,SO002915,2025-10-01,Completed,200549.00,21023.00,179526.00,C0016,E016
O02916,SO002916,2025-12-28,Completed,291180.00,14559.00,276621.00,C0211,E041
O02917,SO002917,2026-03-29,Delivered,645463.00,39273.80,606189.20,C0496,E034
O02918,SO002918,2025-12-23,Completed,301537.00,4367.20,297169.80,C0433,E049
O02919,SO002919,2025-03-11,Completed,990247.00,43512.00,946735.00,C0385,E034
O02920,SO002920,2025-02-25,Completed,509660.00,0.00,509660.00,C0221,E016
O02921,SO002921,2025-02-10,Completed,362031.00,49122.90,312908.10,C0252,E026
O02922,SO002922,2026-01-03,Completed,381278.00,30980.00,350298.00,C0286,E004
O02923,SO002923,2025-08-17,Cancelled,295955.00,29595.50,266359.50,C0244,E046
O02924,SO002924,2026-04-27,Completed,363360.00,35656.15,327703.85,C0025,E024
O02925,SO002925,2025-08-12,Completed,366918.00,29307.45,337610.55,C0023,E007
O02926,SO002926,2026-04-21,Completed,1119833.00,133504.60,986328.40,C0097,E048
O02927,SO002927,2025-07-01,Cancelled,440919.00,66137.85,374781.15,C0061,E042
O02928,SO002928,2025-08-16,Delivered,748753.00,29481.75,719271.25,C0399,E050
O02929,SO002929,2025-03-05,Delivered,460346.00,79830.20,380515.80,C0296,E027
O02930,SO002930,2025-08-26,Completed,778924.00,63837.75,715086.25,C0157,E001
O02931,SO002931,2025-06-03,Pending,810600.00,100671.30,709928.70,C0230,E015
O02932,SO002932,2026-02-11,Cancelled,109597.00,7424.40,102172.60,C0107,E030
O02933,SO002933,2025-01-04,Completed,460598.00,40328.00,420270.00,C0212,E028
O02934,SO002934,2026-06-11,Delivered,113447.00,5193.00,108254.00,C0082,E036
O02935,SO002935,2026-01-16,Pending,669463.00,63801.90,605661.10,C0463,E021
O02936,SO002936,2025-07-06,Completed,412935.00,54704.75,358230.25,C0213,E022
O02937,SO002937,2025-08-10,Completed,668146.00,20300.85,647845.15,C0054,E020
O02938,SO002938,2026-01-14,Completed,1111689.00,177287.55,934401.45,C0304,E007
O02939,SO002939,2025-02-15,Cancelled,758381.00,75838.10,682542.90,C0020,E019
O02940,SO002940,2026-01-22,Completed,667928.00,53832.95,614095.05,C0288,E018
O02941,SO002941,2026-04-27,Cancelled,657623.00,19722.20,637900.80,C0139,E026
O02942,SO002942,2025-12-23,Completed,686954.00,88210.10,598743.90,C0108,E026
