ID,order_ID,product_ID,quantity,sellingPrice,discount,lineAmount
I006796,O02257,P0019,7,50966,10,321085.80
I006797,O02258,P0063,9,33341,20,240055.20
I006798,O02258,P0074,4,25591,20,81891.20
I006799,O02258,P0068,4,47879,20,153212.80
I006800,O02258,P0024,10,28494,0,284940.00
I006801,O02259,P0060,5,48833,5,231956.75
I006802,O02260,P0032,6,45113,15,230076.30
I006803,O02260,P0025,8,9681,15,65830.80
I006804,O02260,P0004,6,59538,0,357228.00
I006805,O02260,P0056,6,42380,10,228852.00
I006806,O02260,P0049,9,60308,20,434217.60
I006807,O02261,P0098,6,13062,15,66616.20
I006808,O02261,P0023,9,55725,15,426296.25
I006809,O02261,P0010,1,47717,10,42945.30
I006810,O02261,P0096,1,42139,20,33711.20
I006811,O02262,P0078,3,9952,10,26870.40
I006812,O02262,P0052,9,28616,5,244666.80
I006813,O02263,P0015,3,46486,15,118539.30
I006814,O02263,P0046,10,29632,15,251872.00
I006815,O02264,P0030,7,38698,0,270886.00
I006816,O02265,P0033,2,50105,10,90189.00
I006817,O02265,P0044,3,37026,5,105524.10
I006818,O02265,P0027,7,35875,10,226012.50
I006819,O02266,P0002,4,31080,15,105672.00
I006820,O02267,P0065,7,38180,0,267260.00
I006821,O02268,P0082,7,51263,10,322956.90
I006822,O02269,P0069,7,32580,0,228060.00
I006823,O02270,P0019,2,50966,15,86642.20
I006824,O02270,P0073,2,35536,5,67518.40
I006825,O02271,P0005,7,5624,0,39368.00
I006826,O02272,P0089,1,20493,0,20493.00
I006827,O02272,P0080,6,25147,5,143337.90
I006828,O02272,P0033,10,50105,5,475997.50
I006829,O02272,P0080,8,25147,5,191117.20
I006830,O02273,P0019,1,50966,20,40772.80
I006831,O02273,P0021,5,61837,0,309185.00
I006832,O02273,P0028,8,31151,10,224287.20
I006833,O02273,P0003,1,64507,5,61281.65
I006834,O02273,P0090,10,33743,5,320558.50
I006835,O02274,P0080,4,25147,5,95558.60
I006836,O02274,P0056,4,42380,5,161044.00
I006837,O02274,P0052,4,28616,20,91571.20
I006838,O02274,P0010,10,47717,0,477170.00
I006839,O02275,P0093,5,46962,0,234810.00
I006840,O02275,P0018,9,28628,10,231886.80
I006841,O02275,P0028,2,31151,20,49841.60
I006842,O02276,P0067,6,29020,15,148002.00
I006843,O02276,P0034,5,52301,15,222279.25
I006844,O02276,P0064,4,36237,20,115958.40
I006845,O02276,P0056,7,42380,15,252161.00
I006846,O02277,P0050,6,55567,5,316731.90
I006847,O02277,P0099,6,53479,20,256699.20
I006848,O02277,P0091,4,60565,15,205921.00
I006849,O02278,P0047,6,48530,5,276621.00
I006850,O02278,P0046,3,29632,5,84451.20
I006851,O02278,P0039,10,13519,0,135190.00
I006852,O02278,P0049,1,60308,15,51261.80
I006853,O02278,P0014,8,22374,0,178992.00
I006854,O02279,P0038,9,41524,5,355030.20
I006855,O02280,P0020,8,60579,5,460400.40
I006856,O02280,P0065,10,38180,20,305440.00
I006857,O02281,P0037,10,34307,10,308763.00
I006858,O02281,P0001,4,45925,10,165330.00
I006859,O02282,P0027,8,35875,5,272650.00
I006860,O02282,P0083,9,24478,0,220302.00
I006861,O02283,P0057,2,42897,0,85794.00
I006862,O02283,P0053,4,9266,0,37064.00
I006863,O02284,P0029,1,39973,15,33977.05
I006864,O02284,P0091,2,60565,0,121130.00
I006865,O02284,P0019,9,50966,0,458694.00
I006866,O02285,P0085,9,51626,15,394938.90
I006867,O02285,P0046,4,29632,20,94822.40
I006868,O02286,P0096,5,42139,15,179090.75
I006869,O02286,P0095,4,35691,0,142764.00
I006870,O02286,P0088,2,49841,5,94697.90
I006871,O02286,P0014,7,22374,20,125294.40
I006872,O02287,P0020,4,60579,20,193852.80
I006873,O02287,P0039,1,13519,0,13519.00
I006874,O02287,P0006,3,42495,15,108362.25
I006875,O02287,P0002,5,31080,20,124320.00
I006876,O02287,P0076,3,15519,10,41901.30
I006877,O02288,P0017,6,51525,20,247320.00
I006878,O02288,P0012,2,28291,10,50923.80
I006879,O02289,P0009,7,52209,15,310643.55
I006880,O02289,P0092,5,10982,0,54910.00
I006881,O02290,P0036,8,48983,0,391864.00
I006882,O02291,P0089,4,20493,20,65577.60
I006883,O02291,P0089,4,20493,5,77873.40
I006884,O02291,P0010,8,47717,20,305388.80
I006885,O02292,P0056,6,42380,5,241566.00
I006886,O02292,P0080,9,25147,5,215006.85
I006887,O02292,P0047,1,48530,10,43677.00
I006888,O02292,P0055,10,37597,15,319574.50
I006889,O02293,P0005,8,5624,0,44992.00
I006890,O02293,P0026,4,43366,10,156117.60
I006891,O02293,P0002,2,31080,20,49728.00
I006892,O02293,P0056,10,42380,20,339040.00
I006893,O02294,P0044,9,37026,20,266587.20
I006894,O02294,P0059,10,27604,20,220832.00
I006895,O02295,P0027,4,35875,20,114800.00
I006896,O02295,P0022,3,13413,0,40239.00
I006897,O02295,P0073,9,35536,15,271850.40
I006898,O02295,P0084,6,20164,20,96787.20
I006899,O02296,P0081,3,14513,10,39185.10
I006900,O02296,P0009,10,52209,20,417672.00
I006901,O02296,P0086,5,13893,20,55572.00
I006902,O02296,P0075,4,10086,20,32275.20
I006903,O02296,P0046,10,29632,0,296320.00
I006904,O02297,P0023,8,55725,0,445800.00
I006905,O02297,P0045,6,49014,20,235267.20
I006906,O02297,P0081,10,14513,10,130617.00
I006907,O02298,P0055,1,37597,15,31957.45
I006908,O02298,P0018,2,28628,0,57256.00
I006909,O02298,P0016,5,39719,20,158876.00
I006910,O02298,P0072,4,47942,15,163002.80
I006911,O02298,P0053,2,9266,0,18532.00
I006912,O02299,P0086,5,13893,15,59045.25
I006913,O02299,P0020,2,60579,15,102984.30
I006914,O02300,P0075,7,10086,15,60011.70
I006915,O02300,P0049,10,60308,20,482464.00
I006916,O02300,P0046,1,29632,15,25187.20
I006917,O02300,P0084,7,20164,5,134090.60
I006918,O02300,P0068,10,47879,5,454850.50
I006919,O02301,P0062,5,33323,20,133292.00
I006920,O02301,P0096,2,42139,20,67422.40
I006921,O02301,P0020,6,60579,0,363474.00
I006922,O02301,P0030,8,38698,15,263146.40
I006923,O02301,P0040,6,22405,15,114265.50
I006924,O02302,P0072,8,47942,5,364359.20
I006925,O02302,P0030,8,38698,10,278625.60
I006926,O02303,P0046,3,29632,20,71116.80
I006927,O02303,P0090,2,33743,0,67486.00
I006928,O02303,P0036,7,48983,10,308592.90
I006929,O02304,P0098,9,13062,5,111680.10
I006930,O02304,P0089,1,20493,20,16394.40
I006931,O02305,P0095,2,35691,20,57105.60
I006932,O02305,P0077,7,8655,10,54526.50
I006933,O02305,P0088,2,49841,20,79745.60
I006934,O02305,P0091,10,60565,20,484520.00
I006935,O02305,P0012,4,28291,5,107505.80
I006936,O02306,P0097,10,36994,5,351443.00
I006937,O02306,P0067,10,29020,15,246670.00
I006938,O02306,P0076,5,15519,5,73715.25
I006939,O02306,P0058,6,16575,15,84532.50
I006940,O02306,P0073,6,35536,10,191894.40
I006941,O02307,P0040,7,22405,20,125468.00
I006942,O02307,P0005,1,5624,10,5061.60
I006943,O02307,P0059,3,27604,5,78671.40
I006944,O02307,P0079,7,49546,10,312139.80
I006945,O02308,P0068,7,47879,0,335153.00
I006946,O02308,P0042,3,61517,15,156868.35
I006947,O02308,P0091,10,60565,15,514802.50
I006948,O02309,P0091,2,60565,20,96904.00
I006949,O02309,P0035,1,13563,5,12884.85
I006950,O02309,P0093,9,46962,5,401525.10
I006951,O02310,P0086,1,13893,20,11114.40
I006952,O02311,P0100,6,17786,15,90708.60
I006953,O02311,P0070,3,38307,10,103428.90
I006954,O02312,P0059,9,27604,15,211170.60
I006955,O02312,P0087,10,49638,0,496380.00
I006956,O02312,P0051,7,21836,15,129924.20
I006957,O02312,P0045,3,49014,0,147042.00
I006958,O02312,P0047,1,48530,5,46103.50
I006959,O02313,P0057,9,42897,15,328162.05
I006960,O02313,P0008,9,57417,10,465077.70
I006961,O02313,P0093,4,46962,20,150278.40
I006962,O02313,P0003,6,64507,20,309633.60
I006963,O02313,P0084,2,20164,0,40328.00
I006964,O02314,P0036,5,48983,0,244915.00
I006965,O02314,P0033,9,50105,5,428397.75
I006966,O02314,P0089,5,20493,5,97341.75
I006967,O02314,P0005,6,5624,20,26995.20
I006968,O02315,P0040,2,22405,0,44810.00
I006969,O02315,P0061,1,24793,15,21074.05
I006970,O02315,P0046,2,29632,0,59264.00
I006971,O02315,P0098,8,13062,20,83596.80
I006972,O02315,P0009,4,52209,5,198394.20
I006973,O02316,P0080,9,25147,15,192374.55
I006974,O02317,P0076,2,15519,0,31038.00
I006975,O02317,P0073,10,35536,15,302056.00
I006976,O02317,P0051,3,21836,15,55681.80
I006977,O02317,P0006,4,42495,5,161481.00
I006978,O02317,P0058,1,16575,15,14088.75
I006979,O02318,P0093,6,46962,15,239506.20
I006980,O02318,P0060,7,48833,0,341831.00
I006981,O02318,P0081,10,14513,10,130617.00
I006982,O02318,P0091,9,60565,15,463322.25
I006983,O02319,P0070,7,38307,0,268149.00
I006984,O02319,P0069,3,32580,5,92853.00
I006985,O02320,P0007,4,19610,15,66674.00
I006986,O02320,P0079,5,49546,20,198184.00
I006987,O02320,P0093,4,46962,15,159670.80
I006988,O02321,P0058,9,16575,10,134257.50
I006989,O02321,P0035,5,13563,5,64424.25
I006990,O02321,P0047,4,48530,10,174708.00
I006991,O02321,P0029,7,39973,0,279811.00
I006992,O02322,P0088,9,49841,15,381283.65
I006993,O02322,P0081,6,14513,10,78370.20
I006994,O02322,P0009,1,52209,5,49598.55
I006995,O02322,P0056,4,42380,0,169520.00
I006996,O02323,P0036,2,48983,20,78372.80
I006997,O02323,P0061,2,24793,0,49586.00
I006998,O02324,P0049,6,60308,5,343755.60
I006999,O02324,P0013,1,16028,5,15226.60
I007000,O02325,P0071,9,38269,5,327199.95
I007001,O02325,P0071,4,38269,5,145422.20
I007002,O02326,P0070,5,38307,10,172381.50
I007003,O02326,P0043,8,53045,0,424360.00
I007004,O02327,P0023,4,55725,5,211755.00
I007005,O02327,P0045,8,49014,10,352900.80
I007006,O02327,P0050,6,55567,0,333402.00
I007007,O02327,P0013,3,16028,0,48084.00
I007008,O02327,P0073,8,35536,15,241644.80
I007009,O02328,P0011,9,14495,10,117409.50
I007010,O02328,P0097,3,36994,5,105432.90
I007011,O02329,P0039,2,13519,5,25686.10
I007012,O02329,P0100,2,17786,20,28457.60
I007013,O02330,P0086,8,13893,20,88915.20
I007014,O02330,P0049,8,60308,15,410094.40
I007015,O02331,P0093,4,46962,10,169063.20
I007016,O02331,P0027,4,35875,20,114800.00
I007017,O02331,P0077,9,8655,10,70105.50
I007018,O02331,P0041,6,26259,0,157554.00
I007019,O02332,P0031,3,47765,15,121800.75
I007020,O02332,P0060,7,48833,10,307647.90
I007021,O02332,P0054,3,25752,15,65667.60
I007022,O02332,P0052,2,28616,10,51508.80
I007023,O02333,P0031,5,47765,5,226883.75
I007024,O02333,P0076,9,15519,20,111736.80
I007025,O02334,P0080,1,25147,10,22632.30
I007026,O02334,P0021,10,61837,20,494696.00
I007027,O02334,P0035,7,13563,0,94941.00
I007028,O02335,P0021,1,61837,5,58745.15
I007029,O02335,P0004,6,59538,20,285782.40
I007030,O02336,P0069,3,32580,0,97740.00
I007031,O02336,P0026,3,43366,0,130098.00
I007032,O02336,P0034,6,52301,0,313806.00
I007033,O02337,P0025,1,9681,5,9196.95
I007034,O02337,P0041,3,26259,20,63021.60
I007035,O02338,P0093,8,46962,15,319341.60
I007036,O02339,P0058,3,16575,10,44752.50
I007037,O02339,P0083,6,24478,10,132181.20
I007038,O02340,P0017,9,51525,15,394166.25
I007039,O02340,P0100,3,17786,0,53358.00
I007040,O02340,P0008,1,57417,20,45933.60
I007041,O02340,P0011,8,14495,15,98566.00
I007042,O02340,P0017,1,51525,5,48948.75
I007043,O02341,P0062,4,33323,5,126627.40
I007044,O02342,P0089,2,20493,10,36887.40
I007045,O02342,P0064,5,36237,0,181185.00
I007046,O02342,P0023,4,55725,20,178320.00
I007047,O02342,P0059,9,27604,5,236014.20
I007048,O02343,P0099,9,53479,10,433179.90
I007049,O02343,P0086,7,13893,5,92388.45
I007050,O02343,P0037,7,34307,0,240149.00
I007051,O02344,P0032,9,45113,10,365415.30
I007052,O02344,P0093,6,46962,0,281772.00
I007053,O02344,P0076,5,15519,0,77595.00
I007054,O02344,P0084,7,20164,20,112918.40
I007055,O02345,P0066,5,12374,0,61870.00
I007056,O02346,P0028,1,31151,15,26478.35
I007057,O02346,P0079,10,49546,5,470687.00
I007058,O02346,P0005,7,5624,0,39368.00
I007059,O02346,P0002,1,31080,0,31080.00
I007060,O02346,P0059,4,27604,0,110416.00
I007061,O02347,P0093,8,46962,20,300556.80
I007062,O02348,P0039,6,13519,0,81114.00
I007063,O02348,P0088,6,49841,10,269141.40
I007064,O02348,P0007,9,19610,15,150016.50
I007065,O02348,P0015,1,46486,15,39513.10
I007066,O02349,P0001,10,45925,5,436287.50
I007067,O02349,P0060,10,48833,15,415080.50
I007068,O02350,P0052,1,28616,20,22892.80
I007069,O02350,P0018,2,28628,10,51530.40
I007070,O02350,P0051,7,21836,15,129924.20
I007071,O02350,P0008,7,57417,15,341631.15
I007072,O02351,P0061,6,24793,0,148758.00
I007073,O02351,P0069,6,32580,5,185706.00
I007074,O02352,P0052,7,28616,0,200312.00
I007075,O02352,P0073,10,35536,20,284288.00
I007076,O02353,P0083,4,24478,20,78329.60
I007077,O02353,P0042,1,61517,10,55365.30
I007078,O02353,P0005,4,5624,5,21371.20
I007079,O02353,P0002,7,31080,0,217560.00
I007080,O02353,P0008,7,57417,0,401919.00
I007081,O02354,P0077,3,8655,20,20772.00
I007082,O02355,P0075,4,10086,10,36309.60
I007083,O02355,P0034,2,52301,20,83681.60
I007084,O02355,P0029,5,39973,10,179878.50
I007085,O02355,P0089,10,20493,20,163944.00
I007086,O02356,P0055,9,37597,0,338373.00
I007087,O02357,P0033,7,50105,5,333198.25
I007088,O02357,P0052,5,28616,5,135926.00
I007089,O02357,P0080,8,25147,20,160940.80
I007090,O02357,P0093,9,46962,15,359259.30
I007091,O02357,P0077,10,8655,10,77895.00
I007092,O02358,P0097,9,36994,20,266356.80
I007093,O02358,P0067,7,29020,15,172669.00
I007094,O02358,P0082,7,51263,5,340898.95
I007095,O02358,P0070,6,38307,15,195365.70
I007096,O02358,P0082,7,51263,20,287072.80
I007097,O02359,P0054,10,25752,15,218892.00
I007098,O02359,P0080,3,25147,0,75441.00
I007099,O02359,P0074,1,25591,0,25591.00
I007100,O02359,P0063,7,33341,0,233387.00
I007101,O02360,P0077,1,8655,10,7789.50
I007102,O02360,P0037,7,34307,15,204126.65
I007103,O02360,P0009,3,52209,15,133132.95
I007104,O02361,P0042,5,61517,5,292205.75
I007105,O02361,P0022,2,13413,5,25484.70
I007106,O02361,P0032,4,45113,0,180452.00
I007107,O02362,P0016,10,39719,5,377330.50
I007108,O02362,P0002,5,31080,5,147630.00
I007109,O02363,P0058,2,16575,0,33150.00
I007110,O02363,P0036,9,48983,20,352677.60
I007111,O02363,P0074,8,25591,20,163782.40
I007112,O02363,P0003,8,64507,5,490253.20
I007113,O02363,P0022,7,13413,0,93891.00
I007114,O02364,P0093,9,46962,10,380392.20
I007115,O02364,P0004,5,59538,10,267921.00
I007116,O02364,P0015,6,46486,0,278916.00
I007117,O02364,P0089,7,20493,15,121933.35
I007118,O02365,P0043,10,53045,10,477405.00
I007119,O02365,P0089,8,20493,5,155746.80
I007120,O02365,P0057,7,42897,10,270251.10
I007121,O02365,P0069,1,32580,10,29322.00
I007122,O02365,P0085,2,51626,20,82601.60
I007123,O02366,P0049,3,60308,10,162831.60
I007124,O02367,P0092,8,10982,20,70284.80
I007125,O02367,P0040,8,22405,5,170278.00
I007126,O02367,P0100,5,17786,10,80037.00
I007127,O02367,P0046,8,29632,15,201497.60
I007128,O02368,P0073,4,35536,0,142144.00
I007129,O02369,P0029,6,39973,5,227846.10
I007130,O02369,P0070,7,38307,0,268149.00
I007131,O02370,P0043,10,53045,20,424360.00
I007132,O02370,P0037,8,34307,15,233287.60
I007133,O02370,P0046,2,29632,10,53337.60
I007134,O02370,P0033,3,50105,0,150315.00
I007135,O02370,P0087,2,49638,10,89348.40
I007136,O02371,P0034,4,52301,15,177823.40
I007137,O02371,P0062,10,33323,5,316568.50
I007138,O02371,P0013,8,16028,5,121812.80
I007139,O02371,P0016,8,39719,20,254201.60
I007140,O02372,P0043,1,53045,10,47740.50
I007141,O02372,P0062,3,33323,10,89972.10
I007142,O02373,P0092,3,10982,20,26356.80
I007143,O02374,P0085,4,51626,10,185853.60
I007144,O02374,P0047,3,48530,10,131031.00
I007145,O02374,P0007,9,19610,5,167665.50
I007146,O02374,P0014,7,22374,10,140956.20
I007147,O02375,P0059,8,27604,5,209790.40
I007148,O02376,P0077,6,8655,15,44140.50
I007149,O02376,P0018,8,28628,20,183219.20
I007150,O02376,P0098,5,13062,10,58779.00
I007151,O02376,P0022,7,13413,20,75112.80
I007152,O02377,P0015,6,46486,20,223132.80
I007153,O02377,P0095,8,35691,5,271251.60
I007154,O02377,P0081,4,14513,20,46441.60
I007155,O02377,P0001,4,45925,5,174515.00
I007156,O02377,P0080,3,25147,20,60352.80
I007157,O02378,P0008,6,57417,5,327276.90
I007158,O02378,P0070,7,38307,15,227926.65
I007159,O02378,P0080,6,25147,5,143337.90
I007160,O02379,P0011,5,14495,20,57980.00
I007161,O02379,P0057,3,42897,0,128691.00
I007162,O02379,P0093,9,46962,20,338126.40
I007163,O02379,P0099,10,53479,10,481311.00
I007164,O02379,P0022,7,13413,0,93891.00
I007165,O02380,P0023,3,55725,15,142098.75
I007166,O02380,P0034,2,52301,20,83681.60
I007167,O02381,P0098,9,13062,15,99924.30
I007168,O02381,P0014,2,22374,10,40273.20
I007169,O02381,P0074,2,25591,10,46063.80
I007170,O02382,P0001,5,45925,10,206662.50
I007171,O02382,P0029,4,39973,0,159892.00
I007172,O02382,P0015,8,46486,0,371888.00
I007173,O02383,P0072,4,47942,0,191768.00
I007174,O02383,P0058,2,16575,0,33150.00
I007175,O02383,P0010,4,47717,5,181324.60
I007176,O02384,P0045,5,49014,10,220563.00
I007177,O02384,P0026,3,43366,10,117088.20
I007178,O02384,P0087,10,49638,5,471561.00
I007179,O02385,P0009,8,52209,15,355021.20
I007180,O02386,P0098,5,13062,15,55513.50
I007181,O02386,P0022,7,13413,15,79807.35
I007182,O02386,P0078,10,9952,10,89568.00
I007183,O02387,P0033,8,50105,0,400840.00
I007184,O02387,P0062,4,33323,10,119962.80
I007185,O02387,P0039,6,13519,5,77058.30
I007186,O02388,P0072,8,47942,10,345182.40
I007187,O02388,P0075,4,10086,10,36309.60
I007188,O02388,P0009,10,52209,5,495985.50
I007189,O02389,P0002,6,31080,20,149184.00
I007190,O02389,P0013,1,16028,0,16028.00
I007191,O02389,P0015,1,46486,5,44161.70
I007192,O02390,P0029,3,39973,5,113923.05
I007193,O02391,P0024,3,28494,5,81207.90
I007194,O02391,P0061,2,24793,5,47106.70
I007195,O02391,P0064,1,36237,0,36237.00
I007196,O02391,P0036,3,48983,10,132254.10
I007197,O02391,P0060,3,48833,5,139174.05
I007198,O02392,P0017,5,51525,0,257625.00
I007199,O02392,P0065,7,38180,20,213808.00
I007200,O02393,P0076,8,15519,20,99321.60
I007201,O02393,P0007,9,19610,5,167665.50
I007202,O02393,P0091,1,60565,15,51480.25
I007203,O02393,P0055,8,37597,15,255659.60
I007204,O02393,P0060,2,48833,0,97666.00
I007205,O02394,P0070,4,38307,15,130243.80
I007206,O02394,P0005,10,5624,15,47804.00
I007207,O02394,P0051,6,21836,0,131016.00
I007208,O02394,P0059,6,27604,0,165624.00
I007209,O02395,P0014,2,22374,5,42510.60
I007210,O02395,P0094,6,35256,0,211536.00
I007211,O02395,P0097,4,36994,0,147976.00
I007212,O02396,P0065,2,38180,5,72542.00
I007213,O02396,P0081,7,14513,20,81272.80
I007214,O02396,P0026,1,43366,15,36861.10
I007215,O02397,P0086,4,13893,0,55572.00
I007216,O02397,P0005,1,5624,10,5061.60
I007217,O02397,P0076,8,15519,15,105529.20
I007218,O02397,P0097,5,36994,10,166473.00
I007219,O02398,P0084,9,20164,5,172402.20
I007220,O02398,P0095,8,35691,20,228422.40
I007221,O02398,P0001,9,45925,5,392658.75
I007222,O02398,P0082,9,51263,0,461367.00
I007223,O02399,P0059,3,27604,15,70390.20
I007224,O02400,P0040,7,22405,15,133309.75
I007225,O02400,P0098,3,13062,0,39186.00
I007226,O02400,P0058,9,16575,10,134257.50
I007227,O02400,P0022,9,13413,10,108645.30
I007228,O02401,P0062,8,33323,5,253254.80
I007229,O02401,P0040,10,22405,5,212847.50
I007230,O02402,P0100,8,17786,0,142288.00
I007231,O02402,P0054,8,25752,0,206016.00
I007232,O02402,P0063,8,33341,15,226718.80
I007233,O02402,P0083,10,24478,15,208063.00
I007234,O02402,P0017,6,51525,5,293692.50
I007235,O02403,P0084,4,20164,20,64524.80
I007236,O02404,P0035,7,13563,0,94941.00
I007237,O02404,P0073,2,35536,5,67518.40
I007238,O02405,P0071,7,38269,15,227700.55
I007239,O02405,P0069,3,32580,15,83079.00
I007240,O02405,P0053,4,9266,15,31504.40
I007241,O02406,P0034,5,52301,20,209204.00
I007242,O02406,P0041,7,26259,5,174622.35
I007243,O02406,P0034,9,52301,20,376567.20
I007244,O02407,P0081,6,14513,10,78370.20
I007245,O02407,P0015,8,46486,15,316104.80
I007246,O02407,P0047,2,48530,5,92207.00
I007247,O02407,P0028,8,31151,15,211826.80
I007248,O02407,P0023,4,55725,0,222900.00
I007249,O02408,P0094,6,35256,5,200959.20
I007250,O02409,P0095,6,35691,20,171316.80
I007251,O02409,P0061,10,24793,0,247930.00
I007252,O02409,P0054,1,25752,0,25752.00
I007253,O02410,P0016,2,39719,10,71494.20
I007254,O02411,P0088,9,49841,0,448569.00
I007255,O02412,P0038,3,41524,10,112114.80
I007256,O02412,P0077,9,8655,15,66210.75
I007257,O02412,P0098,9,13062,0,117558.00
I007258,O02413,P0078,9,9952,0,89568.00
I007259,O02413,P0014,10,22374,5,212553.00
I007260,O02413,P0034,7,52301,5,347801.65
I007261,O02414,P0032,5,45113,20,180452.00
I007262,O02414,P0065,8,38180,10,274896.00
I007263,O02414,P0089,4,20493,0,81972.00
I007264,O02414,P0020,4,60579,20,193852.80
I007265,O02414,P0042,9,61517,15,470605.05
I007266,O02415,P0002,10,31080,20,248640.00
I007267,O02415,P0015,6,46486,0,278916.00
I007268,O02415,P0015,8,46486,20,297510.40
I007269,O02416,P0026,1,43366,10,39029.40
I007270,O02416,P0076,1,15519,0,15519.00
I007271,O02416,P0090,1,33743,5,32055.85
I007272,O02416,P0003,8,64507,5,490253.20
I007273,O02416,P0031,6,47765,5,272260.50
I007274,O02417,P0063,8,33341,0,266728.00
I007275,O02417,P0043,10,53045,15,450882.50
I007276,O02417,P0071,5,38269,15,162643.25
I007277,O02417,P0060,2,48833,5,92782.70
I007278,O02418,P0022,10,13413,5,127423.50
I007279,O02418,P0049,8,60308,0,482464.00
I007280,O02418,P0037,3,34307,5,97774.95
I007281,O02419,P0070,4,38307,5,145566.60
I007282,O02419,P0011,3,14495,0,43485.00
I007283,O02419,P0061,1,24793,20,19834.40
I007284,O02419,P0045,4,49014,15,166647.60
I007285,O02419,P0094,7,35256,0,246792.00
I007286,O02420,P0063,3,33341,5,95021.85
I007287,O02420,P0016,3,39719,0,119157.00
I007288,O02420,P0002,6,31080,15,158508.00
I007289,O02421,P0008,3,57417,15,146413.35
I007290,O02421,P0007,8,19610,0,156880.00
I007291,O02421,P0096,1,42139,5,40032.05
I007292,O02421,P0060,7,48833,15,290556.35
I007293,O02421,P0037,7,34307,15,204126.65
I007294,O02422,P0065,1,38180,20,30544.00
I007295,O02422,P0058,2,16575,15,28177.50
I007296,O02423,P0098,6,13062,5,74453.40
I007297,O02423,P0044,4,37026,20,118483.20
I007298,O02424,P0067,1,29020,0,29020.00
I007299,O02424,P0020,3,60579,5,172650.15
I007300,O02424,P0040,8,22405,15,152354.00
I007301,O02425,P0081,6,14513,0,87078.00
I007302,O02425,P0072,10,47942,0,479420.00
I007303,O02426,P0071,4,38269,10,137768.40
I007304,O02426,P0054,6,25752,15,131335.20
I007305,O02426,P0030,1,38698,20,30958.40
I007306,O02427,P0030,8,38698,5,294104.80
I007307,O02427,P0098,5,13062,10,58779.00
I007308,O02427,P0062,8,33323,15,226596.40
I007309,O02427,P0060,6,48833,20,234398.40
I007310,O02427,P0019,7,50966,5,338923.90
I007311,O02428,P0068,3,47879,20,114909.60
I007312,O02428,P0011,1,14495,15,12320.75
I007313,O02428,P0024,6,28494,10,153867.60
I007314,O02428,P0071,4,38269,5,145422.20
I007315,O02428,P0060,10,48833,20,390664.00
I007316,O02429,P0045,7,49014,15,291633.30
I007317,O02429,P0074,6,25591,10,138191.40
I007318,O02429,P0039,10,13519,0,135190.00
I007319,O02429,P0095,7,35691,10,224853.30
I007320,O02429,P0023,1,55725,5,52938.75
I007321,O02430,P0087,9,49638,5,424404.90
I007322,O02430,P0010,6,47717,5,271986.90
I007323,O02430,P0093,1,46962,20,37569.60
I007324,O02430,P0028,9,31151,20,224287.20
I007325,O02430,P0100,3,17786,15,45354.30
I007326,O02431,P0001,10,45925,10,413325.00
I007327,O02431,P0098,2,13062,15,22205.40
I007328,O02431,P0052,3,28616,10,77263.20
I007329,O02431,P0026,6,43366,5,247186.20
I007330,O02431,P0060,8,48833,15,332064.40
I007331,O02432,P0045,3,49014,10,132337.80
I007332,O02432,P0094,9,35256,0,317304.00
I007333,O02432,P0007,6,19610,15,100011.00
I007334,O02432,P0090,7,33743,10,212580.90
I007335,O02433,P0083,8,24478,5,186032.80
I007336,O02434,P0051,6,21836,10,117914.40
I007337,O02434,P0027,7,35875,15,213456.25
I007338,O02434,P0083,8,24478,5,186032.80
I007339,O02434,P0091,1,60565,10,54508.50
I007340,O02435,P0097,5,36994,20,147976.00
I007341,O02436,P0031,3,47765,10,128965.50
I007342,O02436,P0091,6,60565,20,290712.00
I007343,O02436,P0097,9,36994,20,266356.80
I007344,O02436,P0089,9,20493,5,175215.15
I007345,O02436,P0018,7,28628,0,200396.00
I007346,O02437,P0063,10,33341,5,316739.50
I007347,O02437,P0042,6,61517,15,313736.70
I007348,O02438,P0080,9,25147,20,181058.40
I007349,O02438,P0057,10,42897,15,364624.50
I007350,O02438,P0075,9,10086,5,86235.30
I007351,O02438,P0013,4,16028,15,54495.20
I007352,O02438,P0070,9,38307,20,275810.40
I007353,O02439,P0058,10,16575,0,165750.00
I007354,O02439,P0092,5,10982,20,43928.00
I007355,O02439,P0039,1,13519,5,12843.05
I007356,O02439,P0099,4,53479,5,203220.20
I007357,O02440,P0027,6,35875,10,193725.00
I007358,O02440,P0050,3,55567,20,133360.80
I007359,O02440,P0017,1,51525,20,41220.00
I007360,O02441,P0082,10,51263,0,512630.00
I007361,O02441,P0027,10,35875,20,287000.00
I007362,O02441,P0088,1,49841,0,49841.00
I007363,O02442,P0075,6,10086,15,51438.60
I007364,O02442,P0061,10,24793,10,223137.00
I007365,O02443,P0080,10,25147,15,213749.50
I007366,O02444,P0020,6,60579,5,345300.30
I007367,O02444,P0050,4,55567,0,222268.00
I007368,O02444,P0025,8,9681,10,69703.20
I007369,O02445,P0001,6,45925,5,261772.50
I007370,O02445,P0009,6,52209,15,266265.90
I007371,O02445,P0029,7,39973,0,279811.00
I007372,O02446,P0084,1,20164,15,17139.40
I007373,O02446,P0012,4,28291,15,96189.40
I007374,O02446,P0047,6,48530,0,291180.00
I007375,O02447,P0087,4,49638,5,188624.40
I007376,O02447,P0049,2,60308,10,108554.40
